"","Sample","depth_m","reef_zone","month","response","bleaching_status","clade_A","clade_C","clade_D","A1","3040_A","A1ee","3042_A","3112_A","3041_A","3113_A","A1cl","3070_A","3132_A","A1bv","3188_A","3139_A","3311_A","2964_A","3071_A","3241_A","A1z","C3ae","C1","C3","C3f","C3g","C3bj","C1c","C21","C3p","C21.12","3043_C","C3.10","C3h","C1b","C3k","C50f","C3cv","3045_C","1855_C","3050_C","3046_C","C3j","3049_C","3054_C","2460_C","C3ch","3056_C","C3.11","C1al","3048_C","C3cp","C42.2","1752_C","C3b","3055_C","3057_C","3018_C","3058_C","C3ba","C72k","C3.9","3064_C","C1bh","3020_C","3051_C","3047_C","3025_C","3059_C","3044_C","3052_C","C1br","3053_C","C1w","C116","3063_C","3028_C","3066_C","3061_C","3027_C","3060_C","3069_C","3067_C","3062_C","C1cb","1482_C","3023_C","3065_C","3138_C","1534_C","3068_C","3086_C","C3v","3084_C","C3cg","3104_C","3097_C","3029_C","C1n","C1h","D1","D6","D4","D2d","D1d","D2.2","D1b","D6c","D2","3030_D","3074_D","D1u","3031_D","3033_D","3034_D","3098_D","3032_D","3035_D","3079_D","D4d","3076_D","3172_D","3108_D","D4c","3173_D","3087_D","3174_D","3015_D","3169_D","D2c","3124_D","3192_D"
"97","312Af",14,"forereef","August","recovered","recovering",0,1110327.10754776,0,10048.2091180793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718427.03602192,0,685983.507099645,403474.24304903,0,366759.632809894,0,182027.172869821,249659.349626124,112849.11778766,101255.030343722,89274.4733183199,122510.857324275,0,88501.5341553908,127534.961883314,175843.659566388,42898.1235425693,51400.4543347903,49081.6368460027,46376.3497757506,127921.431464779,52946.3326606486,46376.3497757506,57583.9676382237,287919.838191118,51786.9239162549,62608.0721972633,0,59129.845964082,58743.3763826174,0,51786.9239162549,57970.4372196883,0,52173.3934977194,49854.5760089319,47149.2889386798,115940.874439377,0,32076.9752615608,50241.0455903965,0,43671.0627054985,0,40579.3060537818,0,0,0,0,0,0,0,0,0,0,34395.7927503484,0,0,0,0,66859.2375933738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","312Of",14,"forereef","October","recovered","healthy",0,1041093.48604418,0,4935.0279012333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870409.62847333,0,692088.312868957,463892.62271593,0,375062.12049373,0,198388.121629578,261161.676533266,132061.346637003,101069.371417258,116071.856237007,134627.561145644,0,99490.1624888632,206678.96850365,166211.739713537,55074.9113777636,66524.1761086248,62378.7526715889,60602.1426271449,118045.8673975,55074.9113777636,52706.0979851716,55864.5158419609,304392.52094807,48560.6745481356,51916.4935209743,0,50337.2845925796,48955.4767802343,0,52903.4991012209,55469.7136098622,0,53693.1035654183,48560.6745481356,46191.8611555436,137193.775654286,0,37901.0142814717,57838.5270024542,0,55469.7136098622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","313Of",14,"forereef","October","recovered","healthy",0,1444088.81349309,0,14509.9273051733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569046.584556916,0,705486.707442658,656925.257187441,642064.283253916,121228.102323867,0,215191.583179142,0,140418.651340386,99814.2579944579,105899.066219208,124504.537521809,0,32764.3519794235,91623.1699996021,60380.0200763661,56050.4449933709,54763.2740227507,59560.9112768805,57454.6315067747,77113.2426944288,48561.4502552169,54763.2740227507,58624.7869346113,0,52891.0253382122,53008.0408809958,0,53008.0408809958,55465.3672794526,0,51837.8854531593,45753.0772284092,52305.9476242939,52891.0253382122,45402.0306000582,48795.4813407842,42008.5798593322,0,44348.8907150053,25860.4349551878,0,0,49965.6367686208,62486.2998464719,0,39317.2223753082,62369.2843036883,58390.755849044,0,52656.9942526449,0,0,36040.7871773658,0,25860.4349551878,41540.5176881976,0,33349.4296933417,0,0,32413.3053510725,0,0,0,24105.201813433,0,28902.8390675629,24105.201813433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","314Af",14,"forereef","August","recovered","recovering",3406.07878094644,1444046.40009125,0,24104.5575266979,3406.07878094644,655.015150182007,0,0,0,0,0,0,0,524.012120145606,0,0,0,0,0,0,0,607723.056338866,0,740953.137885887,790865.292329755,697853.14100391,150784.487571898,0,199124.60565533,0,141352.269409277,110959.566440832,94977.1967763911,133492.087607093,0,36680.8484101924,90523.0937551534,54366.2574651066,64322.4877478731,60523.3998768175,55152.275645325,59868.3847266355,79518.8392320957,56462.305945689,52794.2211046698,62619.4483573999,0,52270.2089845242,48864.1302035777,0,57772.336246053,47292.0938431409,0,54628.2635251794,47685.1029332501,52663.2180746334,42968.9938519397,47554.0999032137,43493.0059720853,43362.0029420489,0,47685.1029332501,28820.6666080083,0,0,53842.245344961,59606.3786665627,0,43755.0120321581,65108.5059280915,53449.2362548518,0,53318.2332248154,0,0,29737.6878182631,0,25283.5847970255,35239.815079792,0,37859.87568052,0,0,30130.6969083723,0,0,0,25938.5999472075,0,27903.6453977535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","314Of",14,"forereef","October","recovered","healthy",0,1356647.40012783,0,3327.83499622526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539941.228137548,0,735174.214582763,609825.763058278,563513.392694144,110095.874458452,0,199115.460607478,0,138105.152343348,90406.1840641195,113701.029037696,118415.461949015,0,33832.9891282901,78758.7615773311,63228.8649282799,46035.0507811161,59623.7103490359,57405.1536848857,58514.4320169608,58237.112433942,55741.2361867731,52413.4011905478,54354.6382716792,0,57405.1536848857,57405.1536848857,0,50194.8445263976,57127.8341018669,0,54909.2774377168,48808.2466113038,47976.2878622475,55186.5970207355,40765.9787037594,42429.896201872,38547.4220396092,0,47144.3291131912,0,0,0,28286.5974679147,46867.0095301724,0,33278.3499622526,56295.8753528106,48530.927028285,0,47976.2878622475,0,0,35774.2262094215,0,22740.2058075393,32169.0716301775,0,29950.5149660273,26622.6799698021,0,34387.6282943277,0,0,0,0,0,30505.1541320649,22740.2058075393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","316Af",14,"forereef","August","recovered","recovering",0,1233570.03780958,0,14926.5173114384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410099.45589331,0,745259.685763958,509633.948204824,0,342243.718355122,0,197776.354376558,450460.96886305,130073.936571106,100753.991852209,88492.9240606702,151930.622634283,0,95956.1827163894,115680.509163647,178585.11783328,64503.8783815729,58106.7995338136,49044.2711661546,66103.1480935127,132739.386091005,57573.7096298336,52775.9004940142,52242.8105900342,0,52775.9004940142,51709.7206860543,0,58106.7995338136,48511.1812621746,0,56507.5298218738,54908.2601099339,0,63970.7884775929,40514.8327024755,45312.641838295,90092.1937726101,0,35183.9336626761,54375.170205954,0,74632.5865571918,0,43713.3721263552,0,0,0,0,0,0,0,0,0,0,50110.4509741145,0,0,0,0,51176.6307820744,0,0,0,34117.7538547162,0,0,0,0,34117.7538547162,0,42114.1024144153,0,30919.2144308366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","316Of2",14,"forereef","October","recovered","healthy",0,1287474.18147299,0,1611.06887206131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700841.88766278,0,744313.818892324,606452.353983078,0,426472.945704229,0,186653.836463103,548914.179980888,116227.111484423,111624.057564248,113925.584524335,0,0,131877.494813018,0,0,68125.1980185924,75029.7788988552,47641.608073813,54085.8835620582,0,61911.075226356,52704.9673860056,51784.3566019706,0,57308.0213061808,47871.7607698217,0,64442.7548824523,53625.5781700407,0,51324.0512099531,48562.218857848,0,46490.8445937692,44419.4703296903,45570.2338097341,0,0,42117.9433696028,69736.2668906537,0,77791.6112509603,31530.9193531999,0,0,36133.973273375,0,0,0,0,0,0,33602.2936172787,0,50633.5931219268,0,0,0,38895.8056254801,0,0,0,0,0,0,0,40046.5691055239,0,0,0,34522.9044013137,0,0,0,0,0,0,3682.44313614013,0,0,920.610784035033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","317Af2",14,"forereef","August","recovered","recovering",0,1131202.4592119,43738.6849278294,200683.377904158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719544.248126448,0,753849.099050236,909936.17075347,749560.992684762,168093.76952656,0,203256.241723442,39450.5785623559,174954.739711317,102914.552771363,56603.0040242498,31731.9871045037,0,0,0,0,37735.3360161665,78901.1571247118,66894.4593013861,61748.7316628179,0,80616.3996709012,54887.7614780604,60891.1103897232,0,48884.4125663975,68609.7018475755,0,26586.2594659355,59175.8678435339,0,60891.1103897232,37735.3360161665,96053.5825866057,23155.7743735567,43738.6849278294,41165.8211085453,0,0,25728.6381928408,24871.0169197461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30874.365831409,0,0,0,37735.3360161665,0,38592.9572892612,0,32589.6083775984,0,30874.365831409,0,0,0,0,0,25728.6381928408,0,0,0,0,0,0,209259.590635105,0,0,54030.1402049657,0,0,0,0,0,0,0,12864.3190964204,0,0,0,17152.4254618939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","317Of",14,"forereef","October","recovered","healthy",0,1511450.79238243,0,78685.7587704752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735540.788506616,0,741014.580421084,689013.55723364,672592.181490236,136160.573872388,0,181319.357166747,0,129318.333979303,121791.870096909,115633.854193133,127265.662011377,0,41053.4393585088,108791.614300048,69790.846909465,49948.3512195191,66369.7269629226,59527.4870698378,62264.3830270717,95107.1345138787,49948.3512195191,61580.1590377632,67053.9509522311,0,56106.3671232954,52001.0231874445,0,40369.2153692003,50632.5752088275,0,62948.6070163802,48579.9032409021,48579.9032409021,40369.2153692003,46527.2312729767,47895.6792515936,38316.5434012749,0,37632.3194119664,28737.4075509562,0,0,33526.9754761155,65685.5029736141,0,44474.5593050512,47895.6792515936,43790.3353157427,0,62948.6070163802,0,0,34211.199465424,0,25316.2876044138,41737.6633478173,0,47211.4552622851,26684.7355830307,0,35579.647444041,0,27368.9595723392,0,25316.2876044138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","318Af",14,"forereef","August","recovered","recovering",0,1086940.01159962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892051.85115777,0,625558.813802104,457171.515335858,0,356981.072748441,0,169229.234958577,234900.281360413,120396.918403366,89245.2681871104,74090.4113251482,132184.029296003,0,111135.616987722,141445.330711647,165019.552496921,44622.6340935552,32835.523200918,93454.9506487665,57251.6814785236,122080.791388028,50516.1895398738,60619.4274478485,58093.6179708549,274471.296499981,56409.7449861924,42096.8246165615,0,45464.5705858864,46306.5070782176,0,58093.6179708549,0,0,43780.6976012239,31151.6502162555,41254.8881242303,132184.029296003,0,0,37887.1421549053,0,50516.1895398738,0,31993.5867085867,0,0,0,0,0,0,0,0,33677.4596932492,0,0,0,0,0,0,69880.7288634921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","318Of",14,"forereef","October","recovered","healthy",0,1045892.08143243,0,51955.7621445914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4370415.44549194,0,720926.538080852,541824.376650739,0,492772.97388069,0,209436.581564223,346264.178764886,108106.710052411,98102.8055400981,94875.7395683843,168130.137126287,0,142959.022546919,202982.449620795,183297.347193341,52601.1753389342,56150.9479078193,51955.7621445914,58732.6006851903,136504.890603492,58409.8940880189,50987.6423530773,57764.4808936762,409191.965213304,48083.2829785349,46469.7499926781,0,45178.9236039925,50664.9357559059,0,47437.8697841922,52923.8819361056,0,0,45178.9236039925,54860.1215191338,124887.453105322,0,43565.3906181357,71963.5711692167,0,78417.7031126442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83903.7152645576,0,0,0,41306.444437936,44856.2170068212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","319Af2",14,"forereef","August","recovered","recovering",0,634490.245371424,3701193.09799998,42299.3496914283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824837.318982852,0,666214.757639996,475867.684028568,391268.984645712,179772.23618857,0,179772.23618857,52874.1871142854,0,116323.211651428,52874.1871142854,0,0,0,0,0,0,63449.0245371424,63449.0245371424,0,0,74023.8619599995,0,0,0,42299.3496914283,0,0,0,0,0,0,0,52874.1871142854,0,0,42299.3496914283,0,0,0,0,0,0,52874.1871142854,0,0,42299.3496914283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42299.3496914283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221215024.048747,0,20864154.235297,0,0,3838665.98449712,0,0,7656182.29414852,0,0,11706345.0271028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463937.1195257,0,0,0
"109","319Of2",14,"forereef","October","recovered","healthy",0,1080978.6602596,436549.074335608,34646.7519313975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845380.747126098,0,679076.337855391,783016.593649583,880027.499057496,124728.306953031,0,124728.306953031,41576.102317677,194021.810815826,90081.5550216335,62364.1534765155,0,0,41576.102317677,0,0,83152.2046353539,55434.803090236,41576.102317677,55434.803090236,0,76222.8542490745,48505.4527039565,0,0,41576.102317677,41576.102317677,0,41576.102317677,69293.503862795,0,0,0,83152.2046353539,0,0,55434.803090236,0,0,69293.503862795,34646.7519313975,0,0,34646.7519313975,0,0,83152.2046353539,0,0,0,0,0,0,41576.102317677,0,34646.7519313975,0,0,0,0,0,0,0,41576.102317677,34646.7519313975,0,0,48505.4527039565,27717.401545118,0,0,0,0,0,0,0,0,0,22153133.1849355,0,2189674.72206432,0,0,401902.322404211,0,0,741440.491331906,0,0,1080978.6602596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332608.818541416,0,0,0
"110","31BNMb2",1,"backreef","May","unknown","bleached",0,127248.802335673,1458116.20454174,264075.471513816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360310.228835776,1129960.24296283,548902.987852983,0,0,65676.8012055086,233517.515397364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14138.7558150748,0,0,332944.895000148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80499.6903664741,0,0,0,0,0,124512.26895211,0,0,0,0,0,1118329.97608269,0,31242.0894623426,178330.758828846,0,0,0,0,0,0,299878.449948763,19383.7781335702,0,0,0,110145.468688405,0,0,129985.335719236,0,0,0,0,0,0,0,0,153245.86947952,0,0,0,0
"111","320Of2",14,"forereef","October","recovered","healthy",0,1129754.1895093,0,2745.45368046002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783172.16545878,0,748410.6732934,719308.864280524,887056.084156631,234187.198943239,0,169943.582820475,0,101856.331545067,115034.509211275,101307.240808975,48045.4394080503,0,51889.0745606943,0,0,64243.6161227644,77696.3391570185,45574.5310956363,56830.8911855223,0,47770.8940400043,51339.9838246023,53261.8014009243,36514.5339501182,54634.5282411543,59301.7994979364,0,52987.2560328783,54085.4375050623,0,57379.9819216143,45025.4403595443,68910.8873795464,42554.5320471302,45025.4403595443,46123.6218317283,0,0,36789.0793181642,31572.7173252902,0,0,29925.4451170142,0,0,38436.3515264402,0,0,0,0,0,0,34867.2617418422,0,0,0,0,0,35690.8978459802,0,0,0,27454.5368046002,0,0,0,26356.3553324162,26081.8099643702,0,0,0,0,0,0,0,0,0,3019.99904850602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","321Af",14,"forereef","August","recovered","recovering",0,0,0,43045.7307176081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","322Af",14,"forereef","August","recovered","recovering",0,1133215.74794251,0,10749.8727077551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522002.81087299,0,760553.494073672,491806.676379795,0,338620.990294285,0,135269.231572585,66290.881697823,124519.35886483,127206.827041768,93165.5634672107,104811.258900612,0,112873.663431428,105707.081626258,85103.1589363944,51061.8953618366,51061.8953618366,70769.9953260543,56436.8317157142,69874.172600408,66290.881697823,72561.6407773468,62707.590795238,46582.7817336053,62707.590795238,53749.3635387754,0,51061.8953618366,63603.4135208842,0,56436.8317157142,51957.7180874829,0,30457.9726719727,40312.0226540815,38520.377202789,44791.1362823128,0,27770.504495034,47478.6044592516,0,0,41207.8453797278,34041.2635745577,0,0,0,0,0,24187.2135924489,0,0,0,0,0,0,0,25978.8590437414,0,0,0,0,0,41207.8453797278,0,0,26874.6817693877,0,25978.8590437414,0,28666.3272206802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","322Of2",14,"forereef","October","recovered","healthy",0,1181793.56287116,0,1191.10584493153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2879985.6506949,0,765339.646543279,606381.157419689,0,476225.773273534,0,184404.841265309,607463.980915081,109581.737733701,104817.314353975,108607.196587848,0,0,112397.078821721,0,0,58472.4687511843,71574.6330454311,52733.5042256051,58797.315799802,0,62154.0686355181,59338.7275474981,61504.3745382827,0,59013.8804988804,55657.1276631643,0,60962.9627905866,50351.292535742,0,52083.8101283697,53491.4806723797,0,46128.280903712,51217.5513320559,42554.9633689174,0,0,39631.3399313582,71791.1977445096,0,90090.9148166395,0,0,0,38115.387037809,0,0,0,0,0,0,0,0,56306.8217603997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39739.6222808975,0,0,0,0,0,0,3140.18813663767,0,0,1299.38819447076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","323Af",14,"forereef","August","recovered","recovering",0,1063511.19647216,0,27468.4782979093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279379.29428228,0,684849.687732619,328380.226431503,0,248147.43953874,0,204073.722947744,184054.323510285,132997.095487617,101648.888616557,94820.5663278111,85354.0286093226,0,60058.1983123779,104287.1040463,130979.636629579,49350.1474504811,52919.49773778,56333.6588821529,56178.4697392269,74025.2211757216,58661.4960260435,49970.9040221852,55868.0914533748,31813.7742998384,47953.4451641467,54005.8217382623,0,51367.6063085196,52764.308594854,0,49970.9040221852,56799.226310931,0,53695.4434524102,48884.5800217029,42677.0143046613,73404.4646040174,0,40504.3663036967,37400.5834451759,0,33210.4765861728,27158.1000120572,34762.3680154332,0,0,0,0,0,28709.9914413176,0,0,31813.7742998384,0,0,0,0,0,24054.3171535364,47177.4994495165,0,0,23743.9388676843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948.59371559478,0,0,0,0,0,0,0,0,0,0,620.756571704164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","323Of2",14,"forereef","October","recovered","healthy",0,1106688.11864828,0,830.379379964941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6228052.94458205,0,678419.953431357,441139.045606375,0,993756.522973043,0,168151.824442901,438855.502311471,103797.422495618,98607.5513708367,97777.1719908718,0,0,246207.486159605,0,0,61032.8844274232,68298.7040021164,91549.3266411347,50030.3576428877,0,56258.2029926248,51068.3318678439,55012.6339226773,0,52729.0906277738,54182.2545427124,0,61240.4792724144,50860.7370228526,0,0,0,0,0,0,0,0,0,0,0,0,126632.855444653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73696.1699718885,0,0,0,0,85736.6709813802,0,0,0,65807.5658622216,0,0,0,0,4774.68143479841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","324Af2",14,"forereef","August","recovered","recovering",0,909583.392055392,2554413.35935556,98538.2008060008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402816.12734633,0,750406.298445698,386572.941623542,0,568489.62003462,0,144017.37040877,272875.017616618,113697.924006924,128857.647207847,68218.7544041544,0,0,151597.232009232,0,0,0,53059.0312032312,0,83378.4776050776,0,90958.3392055392,45479.1696027696,83378.4776050776,30319.4464018464,53059.0312032312,53059.0312032312,0,0,0,0,0,0,0,0,37899.308002308,0,0,0,0,68218.7544041544,0,60638.8928036928,37899.308002308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30319.4464018464,0,0,0,0,53059.0312032312,0,0,53059.0312032312,0,0,0,0,0,0,0,0,0,0,313578874.411096,0,27924210.1361005,0,0,4661614.88428388,0,0,8603142.91652392,0,0,18017331.0242972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554413.35935556,0,0,0
"118","324Of",14,"forereef","October","recovered","healthy",0,1089993.62164885,0,50477.2733614517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2892978.7295282,48899.8585689063,714568.90102305,465337.363800883,0,301286.225376165,0,164051.138424718,317060.373301618,119883.524233448,89912.6431750858,80448.1544198136,119883.524233448,0,111996.450270721,214528.41178617,253963.781599804,55209.5177390878,63096.5917018146,69406.250871996,44167.6141912702,130925.427781265,50477.2733614517,48899.8585689063,61519.1769092692,335989.350812163,58364.3473241785,44167.6141912702,0,63096.5917018146,47322.4437763609,0,56786.9325316331,59941.7621167238,0,41012.7846061795,37857.9550210887,58364.3473241785,121460.939025993,0,0,37857.9550210887,0,53632.1029465424,42590.1993987248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66251.4212869053,0,0,0,33125.7106434527,0,0,0,0,0,0,0,0,0,0,0,0,0,6309.65917018146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","33BNMb",1,"backreef","May","unknown","healthy",3927.56415928016,0,0,42612.2243111869,2924.12692109416,1028.06146488995,369.363400559263,0,634.073837626734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","34BNMb2",1,"backreef","May","unknown","bleached",61308.3420383882,31485.470572257,213072.466694432,9793.74785952219,60840.7360397903,545.540331697522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71206.0023420433,0,21276.0729362034,0,3039.4389908862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10625.0474125851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132618.256824564,39876.4004359856,0,127916.218727552,0,0,0,0,0,0,0,0,0,0,0,18366.5245004833,0,0,41850.7368745099,0,0,38915.2103277566,35408.1653382725,0,37824.1296643615,0,28991.5719130683,0,0,0,0,0
"121","35BNMb",1,"backreef","May","unknown","bleached",5040.37577290754,122.175173453664,6249.13014856613,43146.8990221645,2434.83856315458,466.171938426037,1469.56804381145,0,0,0,0,0,0,0,0,1135.96916594151,0,0,0,0,0,116.109739310574,2603.80422856922,0,0,445.376164221158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.407263778889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.095345889468,2466.89871505377,0,365.659029769122,1265.94275472201,0,0,0,0,0,0,822.299571684589,0,0,0,0,605.6769237171,0,0,0,0,844.828327073208,0,0,0,0,0,0,665.464774556127,0,0,597.87850839027,0
"122","36BNMb",1,"backreef","May","unknown","healthy",101230.897599941,1507.90810724838,402.108828599567,2541880.69638859,0,0,0,24377.8477338488,0,17190.1524226315,0,0,59662.8974434608,0,0,0,0,0,0,0,47599.6325854738,0,9147.97585064015,351.845225024621,0,0,0,1759.22612512311,0,0,0,0,0,0,201.054414299784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.845225024621,0,0,0,0,0,0,0,0,0,0,452.372432174513,0,0,201.054414299784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955.008467923972,351.845225024621,351.845225024621,0,0,251.318017874729,0,0,0,0,0,0,0,0,201.054414299784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","37BNMb",1,"backreef","May","unknown","healthy",0,692430.655924166,1439247.62773509,25866.6624339487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8992313.05844812,262646.110867787,0,0,0,1890919.34869712,0,0,0,0,0,0,475548.640131826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257340.128830054,0,0,244738.421490438,0,0,0,0,0,0,0,208259.794981023,0,0,196321.335396124,0,0,0,167138.434188592,0,0,0,98160.6676980618,0,119384.595848994,0,0,85558.9603584457,0,0,76936.7395471295,0,0,0,0,89538.4468867455,0,0,0,81579.4738301459,0,0,0,0,0,0,0,91528.1901508954,78263.2350565628,0,0,5690665.73546872,3560313.94731889,3066194.370055,0,1264813.46824462,1120225.45771639,540546.920094056,405907.62588658,184382.875811224,301777.728396068,0,0,206933.29947159,252034.146792321,263972.60637722,0,194331.592131974,220198.254565922,0,209586.290490456,0,0,0,0,0,0,0,0,0,0,0,0
